Local time,Open,High,Low,Close,Volume
04.01.2020 05:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 05:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 06:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 07:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 08:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 09:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 09:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 10:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 11:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 12:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 13:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 13:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 14:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 15:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 16:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 17:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 17:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 18:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 19:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 20:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 21:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 21:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 22:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
04.01.2020 23:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 00:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 01:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 01:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 02:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 03:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 04:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 05:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 05:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 06:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 07:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 08:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 09:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 09:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 10:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 11:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 12:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 13:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 13:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 14:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 15:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 16:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 17:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 17:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 18:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 19:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 20:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 21:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 21:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 22:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
05.01.2020 23:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 00:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 01:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 01:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 02:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 03:24:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 04:12:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 05:00:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 05:48:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 06:36:00.000 GMT-0500,98.597,98.597,98.597,98.597,0
06.01.2020 07:24:00.000 GMT-0500,98.518,98.630,98.294,98.409,1.7650000000000001
06.01.2020 08:12:00.000 GMT-0500,98.424,98.530,97.394,98.076,2.2249999999999996
06.01.2020 09:00:00.000 GMT-0500,98.056,98.200,97.850,97.927,2.07
06.01.2020 09:48:00.000 GMT-0500,97.929,98.050,97.797,97.885,2.3025
06.01.2020 10:36:00.000 GMT-0500,97.959,98.933,97.903,98.697,2.0225
06.01.2020 11:24:00.000 GMT-0500,98.715,98.856,98.212,98.856,2.0275
06.01.2020 12:12:00.000 GMT-0500,98.841,98.918,98.385,98.570,2.0300000000000002
06.01.2020 13:00:00.000 GMT-0500,98.447,98.462,98.247,98.247,1.4149999999999998
06.01.2020 13:48:00.000 GMT-0500,98.250,98.282,98.194,98.280,0.28500000000000003
06.01.2020 14:36:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 15:24:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 16:12:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 17:00:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 17:48:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 18:36:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 19:24:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 20:12:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 21:00:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 21:48:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 22:36:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
06.01.2020 23:24:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 00:12:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 01:00:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 01:48:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 02:36:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 03:24:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 04:12:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 05:00:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 05:48:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 06:36:00.000 GMT-0500,98.280,98.280,98.280,98.280,0
07.01.2020 07:24:00.000 GMT-0500,98.465,98.465,97.855,97.985,0.635
07.01.2020 08:12:00.000 GMT-0500,97.994,98.371,97.697,98.311,2.3
07.01.2020 09:00:00.000 GMT-0500,98.308,98.650,98.256,98.383,1.5600000000000005
07.01.2020 09:48:00.000 GMT-0500,98.368,99.780,98.338,98.806,1.8450000000000004
07.01.2020 10:36:00.000 GMT-0500,98.809,99.030,98.720,98.965,1.3725000000000003
07.01.2020 11:24:00.000 GMT-0500,98.973,99.380,98.935,99.182,1.5975000000000001
07.01.2020 12:12:00.000 GMT-0500,99.182,99.400,99.088,99.244,1.6999999999999997
07.01.2020 13:00:00.000 GMT-0500,99.221,99.380,98.811,99.030,1.4475000000000002
07.01.2020 13:48:00.000 GMT-0500,98.891,99.047,98.888,99.047,0.38
07.01.2020 14:36:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 15:24:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 16:12:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
07.01.2020 17:00:00.000 GMT-0500,99.047,99.047,99.047,99.047,0
